BearID,year,MatLitID,sex,age,repro,N15,mass,headcirc,cort.kit,dam,Family.ID,cort,C13.suess,condition,fYEAR,fAGE,LitCort,LitCond,LitNit,MatCort,MatCond,Matd15N,CortRat,CondRat,NitRat
W0319,2002,,M,1,WithMother,5.54,24,41,2,W9308,W9308.2002,10.47,-22.796,0.585365854,2002,1,8.43,0.6,5.53,,,,1.241992883,0.975609757,1.001808318
W9308,2005,W9308.2005,F,18,WithCubs,4.25,93,66,1,W8811,W9308.2005,5.0114,-22.91,1.409090909,2005,18,5.59,0.52,4.92,5.0114,1.41,4.25,0.896493739,2.70979021,0.863821138
W0614,2005,,M,1,WithMother,4.72,19,40,1,W9308,W9308.2005,6.2364,-23.14,0.475,2005,1,5.59,0.52,4.92,,,,1.115635063,0.913461538,0.959349593
W0613,2005,,M,1,WithMother,4.97,14.5,34,1,W9308,W9308.2005,4.7272,-23.2,0.426470588,2005,1,5.59,0.52,4.92,,,,0.845652952,0.820135746,1.010162602
W0612,2005,,M,1,WithMother,4.97,21.5,40,1,W9308,W9308.2005,4.149,-23.09,0.5375,2005,1,5.59,0.52,4.92,,,,0.742218247,1.033653846,1.010162602
W0615,2005,,M,1,WithMother,5.01,29,44,1,W9308,W9308.2005,7.2458,-23.17,0.659090909,2005,1,5.59,0.52,4.92,,,,1.296207513,1.267482517,1.018292683
W9308,2008,W9308.2008,F,21,WithCubs,4.08,110,70,2,W8811,W9308.2008,13.3,-22.814,1.571428571,2008,21,11.02,0.61,5.12,13.3,1.57,4.08,1.206896552,2.576112411,0.796875
W0906,2008,,M,1,WithMother,5.02,24,42,2,W9308,W9308.2008,11.67,-22.804,0.571428571,2008,1,11.02,0.61,5.12,,,,1.058983666,0.936768149,0.98046875
W0905,2008,,M,1,WithMother,5.21,28,43.5,2,W9308,W9308.2008,10.37,-22.924,0.643678161,2008,1,11.02,0.61,5.12,,,,0.941016334,1.0552101,1.017578125
W9310,1997,W9310.1997,F,6,WithCubs,3.99,90,62,1,W9308,W9310.1997,3.365,-22.546,1.451612903,1997,6,3.65,0.65,5.23,3.365,1.45,3.99,0.921917808,2.23325062,0.76290631
W9803,1997,,F,1,WithMother,5.23,28,43,1,W9310,W9310.1997,3.6492,-22.876,0.651162791,1997,1,3.65,0.65,5.23,,,,0.999780822,1.001788909,1
W9310,1999,W9310.1999,F,8,WithCubs,3.87,100,60,1,W9308,W9310.1999,4.3156,-22.902,1.666666667,1999,8,4.68,0.83,4.71,4.3156,1.67,3.87,0.922136752,2.008032129,0.821656051
W0008,1999,,F,1,WithMother,4.65,32,40,1,W9310,W9310.1999,4.1588,-23.282,0.8,1999,1,4.68,0.83,4.71,,,,0.888632479,0.963855422,0.987261146
W0006,1999,,M,1,WithMother,4.73,32,40,1,W9310,W9310.1999,5.3054,-23.112,0.8,1999,1,4.68,0.83,4.71,,,,1.133632479,0.963855422,1.004246285
W0007,1999,,M,1,WithMother,4.76,38,43,1,W9310,W9310.1999,4.5704,-23.102,0.88372093,1999,1,4.68,0.83,4.71,,,,0.976581197,1.064724012,1.010615711
W9310,2002,W9310.2002,F,11,WithCubs,3.2,88,64,1,W9308,W9310.2002,7.8338,-22.866,1.375,2002,11,6.28,0.64,4.55,7.8338,1.38,3.2,1.247420382,2.1484375,0.703296703
W0312,2002,,M,1,WithMother,4.27,24,31,1,W9310,W9310.2002,6.7264,-22.616,0.774193548,2002,1,6.28,0.64,4.55,,,,1.071082803,1.209677419,0.938461538
W0311,2002,,F,1,WithMother,4.82,20,40,1,W9310,W9310.2002,5.8346,-22.516,0.5,2002,1,6.28,0.64,4.55,,,,0.929076433,0.78125,1.059340659
W9403,1999,W9403.1999,F,7,WithCubs,4.89,102,58,1,W8808,W9403.1999,3.9432,-22.632,1.75862069,1999,7,3.97,0.8,5.22,3.9432,1.76,4.89,0.99324937,2.198275863,0.936781609
W0011,1999,,M,1,WithMother,5.21,32,39,1,W9403,W9403.1999,3.7962,-23.162,0.820512821,1999,1,3.97,0.8,5.22,,,,0.956221662,1.025641026,0.998084291
W0010,1999,,F,1,WithMother,5.23,30,38.5,1,W9403,W9403.1999,4.1392,-23.152,0.779220779,1999,1,3.97,0.8,5.22,,,,1.042619647,0.974025974,1.001915709
W9403,2001,W9403.2001,F,9,WithCubs,4.47,80,58,1,W8808,W9403.2001,5.6876,-22.748,1.379310345,2001,9,5.51,0.39,4.83,5.6876,1.38,4.47,1.032232305,3.536693192,0.925465839
W0216,2001,,M,1,WithMother,4.67,15,NA,1,W9403,W9403.2001,5.8542,-23.098,0.5,2001,1,5.51,0.39,4.83,,,,1.06246824,1.282051282,0.966873706
W0217,2001,,F,1,WithMother,4.72,10,35.5,1,W9403,W9403.2001,5.5112,-22.968,0.281690141,2001,1,5.51,0.39,4.83,,,,1.000217786,0.722282413,0.977225673
W0215,2001,,M,1,WithMother,5.1,14,37,1,W9403,W9403.2001,5.178,-22.938,0.378378378,2001,1,5.51,0.39,4.83,,,,0.939745917,0.970200969,1.055900621
W9403,2005,W9403.2005,F,13,WithCubs,4.41,90,62,2,W8808,W9403.2005,6.37,-23.25,1.451612903,2005,13,8,0.53,5.04,6.37,1.45,4.41,0.79625,2.73889227,0.875
W0618,2005,,M,1,WithMother,4.83,21,41,2,W9403,W9403.2005,9.66,-23.74,0.512195122,2005,1,8,0.53,5.04,,,,1.2075,0.966405891,0.958333333
W0619,2005,,M,1,WithMother,4.93,20,43,2,W9403,W9403.2005,7.54,-23.7,0.465116279,2005,1,8,0.53,5.04,,,,0.9425,0.877577885,0.978174603
W0620,2005,,F,1,WithMother,5.36,25,40,1,W9403,W9403.2005,6.795,-22.99,0.625,2005,1,8,0.53,5.04,,,,0.849375,1.179245283,1.063492063
W9403,2006,W9403.2006,F,14,WithCubs,4.82,90,61,1,W8808,W9403.2006,4.2666,-23.038,1.475409836,2006,14,3.82,0.93,4.69,4.2666,1.48,4.82,1.116910995,1.586462189,1.02771855
W0618,2006,,M,2,WithMother,4.65,50,50,1,W9403,W9403.2006,3.3454,-23.258,1,2006,2,3.82,0.93,4.69,,,,0.875759162,1.075268817,0.991471215
W0619,2006,,M,2,WithMother,4.72,42,49,1,W9403,W9403.2006,4.2862,-23.378,0.857142857,2006,2,3.82,0.93,4.69,,,,1.122041885,0.921658986,1.006396588
W9403,2008,W9403.2008,F,16,WithCubs,4.08,92,63,2,W8808,W9403.2008,8.18,-23.184,1.46031746,2008,16,11.05,0.39,4.79,8.18,1.46,4.08,0.740271493,3.744403744,0.85177453
W0908,2008,,M,1,WithMother,4.43,14,40,2,W9403,W9403.2008,13,-23.664,0.35,2008,1,11.05,0.39,4.79,,,,1.176470588,0.897435897,0.924843424
W0909,2008,,M,1,WithMother,4.89,19,40,2,W9403,W9403.2008,10.39,-23.684,0.475,2008,1,11.05,0.39,4.79,,,,0.940271493,1.217948718,1.020876827
W0907,2008,,M,1,WithMother,5.04,13,39,2,W9403,W9403.2008,9.76,-23.624,0.333333333,2008,1,11.05,0.39,4.79,,,,0.883257919,0.854700854,1.052192067
W9403,2009,W9403.2009,F,17,WithCubs,4.52,87,57,2,W8808,W9403.2009,7.72,-23.082,1.526315789,2009,17,6.24,0.73,4.59,7.72,1.53,4.52,1.237179487,2.090843547,0.984749455
W0907,2009,,M,2,WithMother,4.54,27,44,2,W9403,W9403.2009,6.46,-23.402,0.613636364,2009,2,6.24,0.73,4.59,,,,1.03525641,0.840597759,0.989106754
W0908,2009,,M,2,WithMother,4.55,33,42,2,W9403,W9403.2009,5.52,-23.522,0.785714286,2009,2,6.24,0.73,4.59,,,,0.884615385,1.07632094,0.991285403
W0909,2009,,M,2,WithMother,4.68,35,45,2,W9403,W9403.2009,6.74,-23.422,0.777777778,2009,2,6.24,0.73,4.59,,,,1.080128205,1.065449011,1.019607843
W9403,2012,W9403.2012,F,20,WithCubs,5.18,93,62.5,2,W8808,W9403.2012,5.69,-23.166,1.488,2012,20,10.23,0.48,5.56,5.69,1.49,5.18,0.556207234,3.1,0.931654676
W1303,2012,,F,1,WithMother,5.46,19,40.5,2,W9403,W9403.2012,7.66,-23.246,0.469135802,2012,1,10.23,0.48,5.56,,,,0.748778104,0.977366254,0.982014388
W1304,2012,,F,1,WithMother,5.66,19,39,2,W9403,W9403.2012,12.79,-23.206,0.487179487,2012,1,10.23,0.48,5.56,,,,1.250244379,1.014957265,1.017985612
W9404,1998,W9404.1998,F,6,WithCubs,4.05,89,57,1,W9008,W9404.1998,4.3254,-22.954,1.561403509,1998,6,3.9,0.58,4.44,4.3254,1.56,4.05,1.109076923,2.692075016,0.912162162
W9915,1998,,M,1,WithMother,4.31,26,42,1,W9404,W9404.1998,3.2768,-22.904,0.619047619,1998,1,3.9,0.58,4.44,,,,0.840205128,1.067323481,0.970720721
W9913,1998,,F,1,WithMother,4.34,23,40,1,W9404,W9404.1998,4.1686,-22.974,0.575,1998,1,3.9,0.58,4.44,,,,1.068871795,0.99137931,0.977477477
W9914,1998,,F,1,WithMother,4.67,22,41,1,W9404,W9404.1998,4.2568,-22.824,0.536585366,1998,1,3.9,0.58,4.44,,,,1.091487179,0.925147183,1.051801802
W9404,2001,W9404.2001,F,9,WithCubs,4.11,104,64,1,W9008,W9404.2001,4.2176,-23.188,1.625,2001,9,5.82,0.55,4.53,4.2176,1.63,4.11,0.72467354,2.954545455,0.907284768
W0222,2001,,M,1,WithMother,4.42,23,41.5,1,W9404,W9404.2001,6.2462,-23.148,0.554216867,2001,1,5.82,0.55,4.53,,,,1.073230241,1.007667031,0.975717439
W0221,2001,,F,1,WithMother,4.46,23,40,1,W9404,W9404.2001,5.1976,-23.178,0.575,2001,1,5.82,0.55,4.53,,,,0.893058419,1.045454545,0.984547461
W0223,2001,,F,1,WithMother,4.7,21,40,1,W9404,W9404.2001,6.0306,-23.038,0.525,2001,1,5.82,0.55,4.53,,,,1.036185567,0.954545455,1.037527594
W9502,1999,W9502.1999,F,6,WithCubs,4.97,104,63,1,W9308,W9502.1999,3.8746,-22.792,1.650793651,1999,6,3.8,0.94,5.83,3.8746,1.65,4.97,1.019631579,1.756163459,0.852487136
W0009,1999,,M,1,WithMother,5.83,37,39.5,1,W9502,W9502.1999,3.7962,-23.072,0.936708861,1999,1,3.8,0.94,5.83,,,,0.999,0.996498788,1
W9502,2001,W9502.2001,F,8,WithCubs,4.2,88,62,1,W9308,W9502.2001,7.4124,-23.168,1.419354839,2001,8,5.14,0.54,5.05,7.4124,1.42,4.2,1.442101167,2.628434887,0.831683168
W0206,2001,,M,1,WithMother,4.91,21,39,1,W9502,W9502.2001,5.9228,-22.988,0.538461538,2001,1,5.14,0.54,5.05,,,,1.15229572,0.997150996,0.972277228
W0205,2001,,F,1,WithMother,5.06,18,38,1,W9502,W9502.2001,4.8154,-23.058,0.473684211,2001,1,5.14,0.54,5.05,,,,0.936848249,0.877192983,1.001980198
W0207,2001,,M,1,WithMother,5.19,26,42,1,W9502,W9502.2001,4.688,-22.888,0.619047619,2001,1,5.14,0.54,5.05,,,,0.912062257,1.14638448,1.027722772
W9502,2003,W9502.2003,F,10,WithCubs,3.85,100,64,1,W9308,W9502.2003,4.6194,-23.464,1.5625,2003,10,4.16,0.64,4.8,4.6194,1.56,3.85,1.110432692,2.44140625,0.802083333
W0401,2003,,F,1,WithMother,4.61,21,40,1,W9502,W9502.2003,4.394,-23.404,0.525,2003,1,4.16,0.64,4.8,,,,1.05625,0.8203125,0.960416667
W0403,2003,,F,1,WithMother,4.83,26,42,1,W9502,W9502.2003,4.0118,-23.104,0.619047619,2003,1,4.16,0.64,4.8,,,,0.964375,0.967261905,1.00625
W0402,2003,,F,1,WithMother,4.85,30,42,1,W9502,W9502.2003,4.345,-23.614,0.714285714,2003,1,4.16,0.64,4.8,,,,1.044471154,1.116071428,1.010416667
W0402,2003,,F,1,WithMother,4.9,30,42,1,W9502,W9502.2003,3.904,-23.054,0.714285714,2003,1,4.16,0.64,4.8,,,,0.938461538,1.116071428,1.020833333
W9504,1999,W9504.1999,F,6,WithCubs,4.99,82,57,1,W9308,W9504.1999,4.688,-22.742,1.438596491,1999,6,4.19,0.68,5.7,4.688,1.44,4.99,1.118854415,2.115583075,0.875438596
W0019,1999,,F,1,WithMother,5.66,24,37,1,W9504,W9504.1999,3.7276,-22.872,0.648648649,1999,1,4.19,0.68,5.7,,,,0.889642005,0.953895072,0.992982456
W0020,1999,,F,1,WithMother,5.69,24,36,1,W9504,W9504.1999,4.933,-22.952,0.666666667,1999,1,4.19,0.68,5.7,,,,1.177326969,0.980392157,0.998245614
W0018,1999,,F,1,WithMother,5.75,27,38,1,W9504,W9504.1999,3.9236,-22.992,0.710526316,1999,1,4.19,0.68,5.7,,,,0.936420048,1.044891641,1.00877193
W9615,2002,W9615.2002,F,8,WithCubs,4.35,92,58,1,W8905,W9615.2002,4.5802,-22.586,1.586206897,2002,8,4.14,0.53,5.11,4.5802,1.59,4.35,1.106328502,2.992843202,0.851272016
W0317,2002,,F,1,WithMother,5.11,21,40,1,W9615,W9615.2002,4.1392,-22.616,0.525,2002,1,4.14,0.53,5.11,,,,0.999806763,0.990566038,1
W9615,2004,W9615.2004,F,10,WithCubs,3.88,95,62,2,W8905,W9615.2004,6.9,-23.002,1.532258065,2004,10,10.11,0.56,4.46,6.9,1.53,3.88,0.682492582,2.736175116,0.869955157
W0515,2004,,M,1,WithMother,4.3,27,43,2,W9615,W9615.2004,8.65,-23.112,0.627906977,2004,1,10.11,0.56,4.46,,,,0.855588526,1.121262459,0.964125561
W0514,2004,,M,1,WithMother,4.61,20,40,2,W9615,W9615.2004,11.56,-22.792,0.5,2004,1,10.11,0.56,4.46,,,,1.143422354,0.892857143,1.033632287
W9615,2006,W9615.2006,F,12,WithCubs,4.95,106,63,1,W8905,W9615.2006,3.8256,-23.048,1.682539683,2006,12,5.28,0.68,5.33,3.8256,1.68,4.95,0.724545455,2.474323063,0.928705441
W0705,2006,,M,1,WithMother,5.18,30,42,1,W9615,W9615.2006,4.8252,-23.108,0.714285714,2006,1,5.28,0.68,5.33,,,,0.913863636,1.050420168,0.971857411
W0704,2006,,M,1,WithMother,5.47,26,40.5,1,W9615,W9615.2006,5.7268,-23.228,0.641975309,2006,1,5.28,0.68,5.33,,,,1.084621212,0.944081337,1.026266417
W9615,2008,W9615.2008,F,14,WithCubs,4.36,105,63,2,W8905,W9615.2008,11.17,-22.854,1.666666667,2008,14,13.58,0.61,4.46,11.17,1.67,4.36,0.822533137,2.732240438,0.977578475
W0910,2008,,M,1,WithMother,4.46,25,41,2,W9615,W9615.2008,13.58,-23.114,0.609756098,2008,1,13.58,0.61,4.46,,,,1,0.999600161,1
W9615,2010,W9615.2010,F,16,WithCubs,4.61,90,58,2,W8905,W9615.2010,12.77,-22.26,1.551724138,2010,16,9.94,0.43,4.58,12.77,1.55,4.61,1.284708249,3.608660786,1.006550218
W1105,2010,,F,1,WithMother,4.46,17,38.5,2,W9615,W9615.2010,9.67,-22.52,0.441558442,2010,1,9.94,0.43,4.58,,,,0.972837022,1.026880098,0.973799127
W1104,2010,,F,1,WithMother,4.7,16,39,2,W9615,W9615.2010,10.2,-22.51,0.41025641,2010,1,9.94,0.43,4.58,,,,1.026156942,0.954084674,1.026200873
W9804,2002,W9804.2002,F,6,WithCubs,4.13,64,56,2,W9008,W9804.2002,16.2,-22.766,1.142857143,2002,6,11.87,0.37,4.76,16.2,1.14,4.13,1.364785173,3.088803089,0.867647059
W0308,2002,,M,1,WithMother,4.7,17,38,2,W9804,W9804.2002,10.3,-22.926,0.447368421,2002,1,11.87,0.37,4.76,,,,0.867733783,1.209103841,0.987394958
W0309,2002,,F,1,WithMother,4.82,10,35,2,W9804,W9804.2002,13.43,-22.966,0.285714286,2002,1,11.87,0.37,4.76,,,,1.131423757,0.772200773,1.012605042
W9804,2004,W9804.2004,F,8,WithCubs,4.05,74,55,1,W9008,W9804.2004,4.4528,NA,1.345454545,2004,8,7.93,0.54,4.39,4.4528,1.35,4.05,0.561513241,2.491582491,0.922551253
W0510,2004,,M,1,WithMother,4.3,19,40,1,W9804,W9804.2004,7.3046,-23.092,0.475,2004,1,7.93,0.54,4.39,,,,0.921134931,0.87962963,0.979498861
W0511,2004,,F,1,WithMother,4.48,17,28,1,W9804,W9804.2004,8.5492,-23.042,0.607142857,2004,1,7.93,0.54,4.39,,,,1.078083228,1.124338624,1.020501139
W0310,2002,,M,1,WithMother,4.62,22,NA,1,W9806,W9806.2002,5.2564,-23.126,0.5,2002,1,5.26,0.5,4.62,,,,0.999315589,1,1
W9806,2004,W9806.2004,F,9,WithCubs,4.29,94,64,1,W0121,W9806.2004,5.178,-23.112,1.46875,2004,9,5.95,0.58,5.01,5.178,1.47,4.29,0.870252101,2.532327586,0.856287425
W0503,2004,,F,1,WithMother,4.97,24,42,1,W9806,W9806.2004,5.3936,-22.972,0.571428571,2004,1,5.95,0.58,5.01,,,,0.906487395,0.985221674,0.992015968
W0502,2004,,M,1,WithMother,5.05,24,41,1,W9806,W9806.2004,6.5108,-23.132,0.585365854,2004,1,5.95,0.58,5.01,,,,1.094252101,1.009251472,1.007984032
W9806,2006,W9806.2006,F,11,WithCubs,4.63,91,64,1,W0121,W9806.2006,4.8938,-23.208,1.421875,2006,11,5.28,0.56,5.48,4.8938,1.42,4.63,0.926856061,2.5390625,0.844890511
W0703,2006,,F,1,WithMother,5.35,20.5,40,1,W9806,W9806.2006,5.7268,-23.298,0.5125,2006,1,5.28,0.56,5.48,,,,1.084621212,0.915178571,0.976277372
W0711,2006,,M,1,WithMother,5.61,24,40,1,W9806,W9806.2006,4.8252,-23.158,0.6,2006,1,5.28,0.56,5.48,,,,0.913863636,1.071428571,1.023722628
W9814,2003,W9814.2003,F,7,WithCubs,3.84,87,61,1,W9308,W9814.2003,3.806,-22.854,1.426229508,2003,7,4.98,0.57,5.1,3.806,1.43,3.84,0.764257028,2.502157032,0.752941176
W0417,2003,,M,1,WithMother,5.1,22,38.5,1,W9814,W9814.2003,4.982,-22.884,0.571428571,2003,1,4.98,0.57,5.1,,,,1.000401606,1.002506265,1
W9814,2006,W9814.2006,F,10,WithCubs,4.17,85,62,1,W9308,W9814.2006,4.8938,-22.748,1.370967742,2006,10,4.47,0.49,5.18,4.8938,1.37,4.17,1.094809843,2.797893351,0.805019305
W0707,2006,,F,1,WithMother,5.12,19,39,1,W9814,W9814.2006,4.3254,-22.688,0.487179487,2006,1,4.47,0.49,5.18,,,,0.967651007,0.994243851,0.988416988
W0706,2006,,F,1,WithMother,5.24,19,39,1,W9814,W9814.2006,4.6194,-22.778,0.487179487,2006,1,4.47,0.49,5.18,,,,1.033422819,0.994243851,1.011583012
W9814,2009,W9814.2009,F,13,WithCubs,4.16,86,63,2,W9308,W9814.2009,16.33,-23.052,1.365079365,2009,13,8.3,0.46,4.55,16.33,1.37,4.16,1.96746988,2.967563837,0.914285714
W1013,2009,,M,1,WithMother,4.36,20,40.5,2,W9814,W9814.2009,6.32,-22.842,0.49382716,2009,1,8.3,0.46,4.55,,,,0.761445783,1.073537304,0.958241758
W1014,2009,,M,1,WithMother,4.74,18,42,2,W9814,W9814.2009,10.27,-23.272,0.428571429,2009,1,8.3,0.46,4.55,,,,1.237349398,0.93167702,1.041758242
W9903,2004,W9903.2004,F,8,WithCubs,4.01,75,60,1,NA,W9903.2004,6.4716,-22.622,1.25,2004,8,6.52,0.51,4.16,6.4716,1.25,4.01,0.992576687,2.450980392,0.963942308
W0509,2004,,F,1,WithMother,4.16,22,43,1,W9903,W9903.2004,6.5206,-22.812,0.511627907,2004,1,6.52,0.51,4.16,,,,1.000092025,1.003191975,1
W9903,2007,W9903.2007,F,11,WithCubs,4.07,71,61,1,NA,W9903.2007,10.2152,-22.686,1.163934426,2007,11,5.65,0.42,4.6,10.2152,1.16,4.07,1.808,2.771272443,0.884782609
W0822,2007,,M,1,WithMother,4.51,17.5,41.5,1,W9903,W9903.2007,5.9228,-23.036,0.421686747,2007,1,5.65,0.42,4.6,,,,1.048283186,1.004016064,0.980434783
W0821,2007,,M,1,WithMother,4.68,15,36.5,1,W9903,W9903.2007,5.3838,-22.686,0.410958904,2007,1,5.65,0.42,4.6,,,,0.952884956,0.978473581,1.017391304
W9903,2009,W9903.2009,F,13,WithCubs,4.27,78,63,2,NA,W9903.2009,13.65,-22.702,1.238095238,2009,13,10.24,0.46,4.41,13.65,1.24,4.27,1.333007813,2.691511387,0.968253968
W1007,2009,,M,1,WithMother,4.13,17.5,39,2,W9903,W9903.2009,8.89,-23.322,0.448717949,2009,1,10.24,0.46,4.41,,,,0.868164063,0.975473802,0.936507937
W1008,2009,,M,1,WithMother,4.42,19,39.5,2,W9903,W9903.2009,8.96,-23.302,0.481012658,2009,1,10.24,0.46,4.41,,,,0.875,1.045679691,1.002267574
W1009,2009,,F,1,WithMother,4.67,17,38,2,W9903,W9903.2009,12.87,-23.262,0.447368421,2009,1,10.24,0.46,4.41,,,,1.256835938,0.972540046,1.058956916
W1614,2015,,F,1,WithMother,4.73,17.8,37,2,W9903,W9903.2015,13.02,-23.48,0.481081081,2015,1,13.02,0.48,4.73,,,,1,1.002252252,1
W9904,1998,W9904.1998,F,5,WithCubs,5.21,111,60,1,94S95,W9904.1998,2.8456,-22.074,1.85,1998,5,3.01,0.63,7.33,2.8456,1.85,5.21,0.94538206,2.936507937,0.710777626
W9905,1998,,F,1,WithMother,7.33,26,41,1,W9904,W9904.1998,3.0122,-21.694,0.634146341,1998,1,3.01,0.63,7.33,,,,1.000730897,1.006581494,1
W9909,2000,W9909.2000,F,12,WithCubs,4.7,100,61,1,NA,W9909.2000,5.2858,NA,1.639344262,2000,12,3.96,0.72,5.5,5.2858,1.64,4.7,1.33479798,2.276867031,0.854545455
W0104,2000,,F,1,WithMother,5.21,34,45,1,W9909,W9909.2000,4.1294,-22.81,0.755555556,2000,1,3.96,0.72,5.5,,,,1.042777778,1.049382717,0.947272727
W0106,2000,,M,1,WithMother,5.57,26.5,42.5,1,W9909,W9909.2000,4.3352,-22.96,0.623529412,2000,1,3.96,0.72,5.5,,,,1.094747475,0.866013072,1.012727273
W0105,2000,,F,1,WithMother,5.72,35,45,1,W9909,W9909.2000,3.4042,-22.79,0.777777778,2000,1,3.96,0.72,5.5,,,,0.859646465,1.080246914,1.04
W9909,2002,W9909.2002,F,14,WithCubs,3.86,78,66,1,NA,W9909.2002,4.247,-22.906,1.181818182,2002,14,4.33,0.5,4.86,4.247,1.18,3.86,0.980831409,2.363636364,0.794238683
W0305,2002,,F,1,WithMother,4.79,24,NA,1,W9909,W9909.2002,5.0016,-22.956,0.5,2002,1,4.33,0.5,4.86,,,,1.155103926,1,0.985596708
W0304,2002,,F,1,WithMother,4.8,29,NA,1,W9909,W9909.2002,3.4238,-22.966,0.5,2002,1,4.33,0.5,4.86,,,,0.790715935,1,0.987654321
W0306,2002,,F,1,WithMother,4.99,24.5,NA,1,W9909,W9909.2002,4.5508,-22.846,0.5,2002,1,4.33,0.5,4.86,,,,1.050993072,1,1.026748971
W9909,2005,W9909.2005,F,17,WithCubs,4.75,109,65,1,NA,W9909.2005,3.8354,-23.3,1.676923077,2005,17,3.67,0.85,5.67,3.8354,1.68,4.75,1.04506812,1.972850679,0.837742504
W0603,2005,,F,1,WithMother,5.67,41,48,1,W9909,W9909.2005,3.6688,-23.06,0.854166667,2005,1,3.67,0.85,5.67,,,,0.999673025,1.004901961,1
W9913,2003,W9913.2003,F,6,WithCubs,3.67,101,60,1,W9404,W9913.2003,2.6986,-22.894,1.683333333,2003,6,3.44,0.61,4.38,2.6986,1.68,3.67,0.784476744,2.759562841,0.837899543
W0416,2003,,F,1,WithMother,4.35,25,45,1,W9913,W9913.2003,3.7864,-23.234,0.555555556,2003,1,3.44,0.61,4.38,,,,1.100697674,0.910746813,0.993150685
W0415,2003,,F,1,WithMother,4.41,27,41,1,W9913,W9913.2003,3.1004,-23.254,0.658536585,2003,1,3.44,0.61,4.38,,,,0.90127907,1.079568172,1.006849315
W9913,2005,W9913.2005,F,8,WithCubs,3.99,99,62,1,W9404,W9913.2005,4.639,-23.22,1.596774194,2005,8,5.84,0.48,4.92,4.639,1.6,3.99,0.794349315,3.326612904,0.81097561
W0621,2005,,F,1,WithMother,4.53,18,40,1,W9913,W9913.2005,4.5312,-23.28,0.45,2005,1,5.84,0.48,4.92,,,,0.775890411,0.9375,0.920731707
W0622,2005,,F,1,WithMother,4.81,20.5,40,1,W9913,W9913.2005,7.579,-23.37,0.5125,2005,1,5.84,0.48,4.92,,,,1.297773973,1.067708333,0.977642276
W9914,2005,W9914.2005,F,8,WithCubs,4.51,94,63,1,W9404,W9914.2005,3.7472,-22.69,1.492063492,2005,8,5.84,0.48,4.92,3.7472,1.49,4.51,0.641643836,3.108465608,0.916666667
W0623,2005,,F,1,WithMother,5.43,20.5,42,1,W9914,W9914.2005,5.4034,-22.95,0.488095238,2005,1,5.84,0.48,4.92,,,,0.925239726,1.016865079,1.103658537
W9914,2008,W9914.2008,F,11,WithCubs,4.43,95,63,2,W9404,W9914.2008,12.28,-22.914,1.507936508,2008,11,12.4,0.52,4.88,12.28,1.51,4.43,0.990322581,2.8998779,0.907786885
W0911,2008,,M,1,WithMother,4.72,17,40,2,W9914,W9914.2008,15.55,-23.344,0.425,2008,1,12.4,0.52,4.88,,,,1.254032258,0.817307692,0.967213115
W0912,2008,,M,1,WithMother,5.04,27,43.5,2,W9914,W9914.2008,9.24,-23.024,0.620689655,2008,1,12.4,0.52,4.88,,,,0.74516129,1.193633952,1.032786885
W9914,2012,W9914.2012,F,15,WithCubs,4.58,98,61,2,W9404,W9914.2012,7.84,-23.366,1.606557377,2012,15,10.79,0.53,5.3,7.84,1.61,4.58,0.726598703,3.031240334,0.864150943
W1309,2012,,F,1,WithMother,5.3,21,40,2,W9914,W9914.2012,10.79,-22.186,0.525,2012,1,10.79,0.53,5.3,,,,1,0.990566038,1
